Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
43352954,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",5,3.96,Saga Press,Kindle Edition,209,2019,2019,2022/05/09,2022/03/01,,,read,,,,1,,,0,,,,,
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""076532637X""","=""9780765326379""",0,4.60,Tor Books,Hardcover,1248,2017,2017,,2020/11/23,currently-reading,currently-reading (#10),currently-reading,,,,1,,,0,,,,,
16158576,Expecting Better: Why the Conventional Pregnancy Wisdom is Wrong - and What You Really Need to Know,Emily Oster,"Oster, Emily",,"=""1594204756""","=""9781594204753""",5,4.32,Penguin Press,Hardcover,336,2013,2013,2022/05/06,2022/03/07,,,read,,,,1,,,0,,,,,
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,3.99,William Morrow,Kindle Edition,880,2015,2015,,2022/05/05,to-read,to-read (#133),to-read,,,,0,,,0,,,,,
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",0,4.40,Knopf Publishing Group,Hardcover,339,2018,2018,,2022/05/03,to-read,to-read (#132),to-read,,,,0,,,0,,,,,
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",2,3.74,Penguin Books,Paperback,289,2019,2018,2022/05/01,2022/04/18,,,read,,,,1,,,0,,,,,
34042555,A Macat analysis of Richard Dawkins' The Selfish Gene,Nicola Davis,"Davis, Nicola",,"=""""","=""""",3,3.02,macat.com,Kindle Edition,71,2015,2017,,2022/05/01,,,read,,,,1,,,0,,,,,
56587382,The Island of Missing Trees,Elif Shafak,"Shafak, Elif",,"=""0241434998""","=""9780241434994""",0,4.20,Viking,Hardcover,368,2021,2021,,2022/04/30,to-read,to-read (#131),to-read,,,,0,,,0,,,,,
50269327,Earthlings,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""1783785675""","=""9781783785674""",0,3.57,Granta Books,Hardcover,247,2020,2018,,2022/04/30,to-read,to-read (#130),to-read,,,,0,,,0,,,,,
16135533,The Intuitionist,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",3,3.65,Anchor,Kindle Edition,273,2012,1999,2022/04/30,2021/11/10,,,read,,,,1,,,0,,,,,
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",5,4.05,Penguin Press,Hardcover,246,2019,2019,2022/04/28,2022/04/10,,,read,,,,1,,,0,,,,,
54894517,The Guilty Feminist: You Don't Have to Be Perfect to Overthrow the Patriarchy,Deborah Frances-White,"Frances-White, Deborah","Jessamyn Stanley, Zoe Coombs Marr, Susan Wokoma, Bisha K. Ali, Reubs Walsh, Becca Bunce, Amika George, Mo Mansfied, Leyla Hussein, Hannah Gadsby, Adjoa Andoh","=""""","=""""",0,4.19,Seal Press,Audible Audio,,2019,2018,,2022/04/24,to-read,to-read (#129),to-read,,,,0,,,0,,,,,
40588534,Ten Steps to Nanette,Hannah Gadsby,"Gadsby, Hannah",,"=""1742374034""","=""9781742374031""",0,4.61,Allen & Unwin,Hardcover,400,2022,2022,,2022/04/24,to-read,to-read (#128),to-read,,,,0,,,0,,,,,
56015023,This Is Your Mind on Plants,Michael Pollan,"Pollan, Michael",,"=""0593296907""","=""9780593296905""",5,3.86,Penguin Press,Hardcover,288,2021,2021,2022/04/22,2022/04/20,,,read,,,,1,,,0,,,,,
5128,The Doors of Perception & Heaven and Hell,Aldous Huxley,"Huxley, Aldous",,"=""0060595183""","=""9780060595180""",0,3.93,Harper Perennial Modern Classics,Paperback,187,2004,1956,,2022/04/21,to-read,to-read (#127),to-read,,,,0,,,0,,,,,
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",0,4.18,Tor Books,Mass Market Paperback,800,1990,1990,,2021/04/15,to-read,to-read (#118),to-read,,,,0,,,0,,,,,
56269045,Eating Salad Drunk: Haikus for the Burnout Age by Comedy Greats,Gabe Henry,"Henry, Gabe","Aparna Nancherla, Emily Flake","=""1250774217""","=""9781250774217""",0,3.80,St. Martin's Griffin,Hardcover,240,2022,2022,,2022/04/20,to-read,to-read (#111),to-read,,,,0,,,0,,,,,
40749239,A Mind Spread Out on the Ground,Alicia Elliott,"Elliott, Alicia",,"=""0385692382""","=""9780385692380""",0,4.47,Doubleday Canada,Hardcover,240,2019,2019,,2022/04/20,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
38362809,"Rosewater (The Wormwood Trilogy, #1)",Tade Thompson,"Thompson, Tade",,"=""0316449059""","=""9780316449052""",4,3.77,Orbit,Paperback,432,2018,2017,2022/04/20,2020/12/10,,,read,,,,1,,,0,,,,,
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,"=""0804137382""","=""9780804137386""",5,4.04,Crown Business,Hardcover,260,2014,2011,2022/04/16,2022/03/01,,,read,,,,1,,,0,,,,,
32739570,The Women Who Made New York,Julie Scelfo,"Scelfo, Julie",Hallie Heald,"=""""","=""""",0,4.00,Seal Press,Kindle Edition,351,2016,,,2022/04/16,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
7905092,Freedom,Jonathan Franzen,"Franzen, Jonathan",,"=""0374158460""","=""9780374158460""",0,3.77,"Farrar, Straus and Giroux",Hardcover,562,2010,2010,,2021/10/26,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.52,Penguin Group DAW,Hardcover,662,2007,2007,2019/09/01,2020/09/09,,,read,,,,2,,,0,,,,,
19034943,"The Secret Commonwealth (The Book of Dust, #2)",Philip Pullman,"Pullman, Philip",,"=""""","=""""",5,4.05,RHCP Digital,ebook,784,2019,2019,2022/04/14,2020/11/23,,,read,,,,1,,,0,,,,,
58582927,Time Is a Mother,Ocean Vuong,"Vuong, Ocean",,"=""0593300238""","=""9780593300237""",0,4.24,Penguin Press,Hardcover,128,2022,2022,,2022/04/10,to-read,to-read (#110),to-read,,,,0,,,0,,,,,
23841432,Night Sky with Exit Wounds,Ocean Vuong,"Vuong, Ocean",,"=""""","=""""",0,4.22,Copper Canyon Press,Paperback,89,2016,2016,,2022/04/10,to-read,to-read (#109),to-read,,,,0,,,0,,,,,
43386658,In the Flo: Unlock Your Hormonal Advantage and Revolutionize Your Life,Alisa Vitti,"Vitti, Alisa",,"=""0062870483""","=""9780062870483""",5,3.98,HarperOne,Hardcover,384,2020,,2022/04/09,2022/02/07,,,read,,,,1,,,0,,,,,
24402980,"Designer Relationships: A Guide to Happy Monogamy, Positive Polyamory, and Optimistic Open Relationships",Mark A. Michaels,"Michaels, Mark A.",Patricia  Johnson,"=""1627781471""","=""9781627781473""",3,3.70,Cleis Press,Paperback,168,2015,2015,2022/03/30,2022/03/17,,,read,,,,1,,,0,,,,,
18505796,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Dan   Harris,"Harris, Dan",,"=""0062265423""","=""9780062265425""",5,3.92,It Books,Hardcover,256,2014,2014,2022/03/27,2022/03/02,,,read,,,,1,,,0,,,,,
56213211,What We Owe Each Other: A New Social Contract for a Better Society,Minouche Shafik,"Shafik, Minouche",,"=""0691204454""","=""9780691204451""",0,3.93,Princeton University Press,Hardcover,256,2021,2021,,2022/03/27,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
18952341,"The Grace of Kings (The Dandelion Dynasty, #1)",Ken Liu,"Liu, Ken",,"=""1481424270""","=""9781481424271""",4,3.73,Saga Press,Hardcover,640,2015,2015,2022/03/27,2021/12/08,,,read,,,,1,,,0,,,,,
51205436,Unbound: A Woman’s Guide To Power,Kasia Urbaniak,"Urbaniak, Kasia",,"=""1785042882""","=""9781785042881""",5,4.38,Vermilion,Paperback,288,2020,,2022/03/25,2022/03/01,,,read,,,,1,,,0,,,,,
37424706,The Art of Gathering: How We Meet and Why It Matters,Priya Parker,"Parker, Priya",,"=""1594634920""","=""9781594634925""",4,4.01,Riverhead Books,Hardcover,320,2018,2018,2022/03/24,2020/11/23,blinkist,blinkist (#21),read,,,,1,,,0,,,,,
155981,"Psycho-Cybernetics, A New Way to Get More Living Out of Life",Maxwell Maltz,"Maltz, Maxwell",,"=""0671700758""","=""9780671700751""",3,4.23,Pocket,Mass Market Paperback,288,1989,1960,2022/03/20,2021/08/10,blinkist,blinkist (#6),read,,,,1,,,0,,,,,
16278318,Armada,Ernest Cline,"Cline, Ernest",,"=""0804137250""","=""9780804137256""",4,3.54,Crown Publishing ,Hardcover,355,2015,2015,2022/03/15,2022/01/02,,,read,,,,1,,,0,,,,,
55835474,Nightbitch,Rachel Yoder,"Yoder, Rachel",,"=""0385546815""","=""9780385546812""",0,3.70,Doubleday Books,Hardcover,256,2021,2021,,2022/03/14,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
40672036,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,"Newport, Cal",,"=""""","=""""",3,4.07,Portfolio,Kindle Edition,302,2019,2019,2022/03/14,2022/03/01,,,read,,,,1,,,0,,,,,
25674658,Alice's Adventures in Wonderland,Lewis Carroll,"Carroll, Lewis",Salvador Dalí,"=""0691170029""","=""9780691170022""",3,3.99,Princeton University Press,Hardcover,136,2015,1865,2022/03/11,2022/03/11,,,read,,,,1,,,0,,,,,
56347680,The Right to Sex: Feminism in the Twenty-First Century,Amia Srinivasan,"Srinivasan, Amia",,"=""0374721033""","=""9780374721039""",0,4.26,"Farrar, Straus and Giroux",ebook,304,2021,2021,,2022/03/11,to-read,to-read (#108),to-read,,,,0,,,0,,,,,
14569052,Purple Hibiscus,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1616202416""","=""9781616202415""",0,4.18,Algonquin Books,Paperback,336,2012,2003,,2022/03/11,to-read,to-read (#106),to-read,,,,0,,,0,,,,,
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",0,4.32,Knopf,Hardcover,433,2006,2006,,2022/03/11,to-read,to-read (#107),to-read,,,,0,,,0,,,,,
22738563,We Should All Be Feminists,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",0,4.42,Vintage,Kindle Edition,65,2014,2012,,2022/03/11,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
52514416,Tomorrow Sex Will Be Good Again: Women and Desire in the Age of Consent,Katherine Angel,"Angel, Katherine",,"=""""","=""""",0,4.13,Verso,Hardcover,160,2021,2021,,2022/03/11,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
54304185,"Bow Down: Lessons from Dominatrixes on How to Be a Boss in Life, Love, and Work",Lindsay Goldwert,"Goldwert, Lindsay",,"=""1982130512""","=""9781982130510""",0,4.09,S/Simon Element,Paperback,304,2021,,,2022/03/11,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
50384910,A User’s Guide to the Human Body: stuff we needed to know but were never told,Shane Moore,"Moore, Shane",,"=""""","=""""",0,4.25,Panoma Press,Kindle Edition,162,2020,,,2022/03/07,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
36613747,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",Michael Pollan,"Pollan, Michael",,"=""0241294223""","=""9780241294222""",5,4.23,Allen Lane,Hardcover,480,2018,2018,2022/03/05,2022/02/26,,,read,,,,1,,,0,,,,,
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""0670785938""","=""9780670785933""",0,4.48,Viking,Hardcover,464,2014,2014,,2022/03/01,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
30317415,"Stealing Fire: How Silicon Valley, the Navy SEALs, and Maverick Scientists Are Revolutionizing the Way We Live and Work",Steven Kotler,"Kotler, Steven",Jamie Wheal,"=""0062429671""","=""9780062429674""",0,3.95,Dey Street Books,ebook,304,2017,2017,,2022/03/01,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
173673,A Course in Miracles,Foundation for Inner Peace,"Peace, Foundation for Inner",Helen Schucman,"=""0670869759""","=""9780670869756""",0,4.17,Michael Joseph,Hardcover,1296,1997,1976,,2022/03/01,to-read,to-read (#105),to-read,,,,0,,,0,,,,,
52623750,Wintering: The Power of Rest and Retreat in Difficult Times,Katherine May,"May, Katherine",,"=""0593189485""","=""9780593189481""",0,3.90,Riverhead Books,Hardcover,241,2020,2020,,2022/03/01,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
56268863,The Book of Hope: A Survival Guide for Trying Times,Jane Goodall,"Goodall, Jane","Douglas Carlton Abrams, Gail Hudson","=""1250784093""","=""9781250784094""",0,4.25,Celadon Books,Hardcover,272,2021,2021,,2022/03/01,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
53972214,When We Cease to Understand the World,Benjamín Labatut,"Labatut, Benjamín",Adrian Nathan West,"=""""","=""9781782276128""",3,4.17,Pushkin Press,Hardcover,192,2020,2020,2022/02/28,2021/09/09,blinkist,blinkist (#1),read,,,,1,,,0,,,,,
12659974,The Ragged Edge of the World,Eugene Linden,"Linden, Eugene",,"=""""","=""""",0,3.70,Plume,Kindle Edition,273,2011,2011,,2022/02/25,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
52190991,"Any Way the Wind Blows (Simon Snow, #3)",Rainbow Rowell,"Rowell, Rainbow",,"=""1250254337""","=""9781250254337""",5,4.18,Wednesday Books,Hardcover,579,2021,2021,2022/02/25,2021/03/23,,,read,,,,1,,,0,,,,,
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""0385534635""","=""9780385534635""",0,4.03,Doubleday,Hardcover,387,2011,2011,,2022/02/22,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
43575115,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,"=""038554121X""","=""9780385541213""",0,3.85,Doubleday Books,Hardcover,498,2019,2019,,2022/02/22,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
92201,The Museum at Purgatory,Nick Bantock,"Bantock, Nick",,"=""006095793X""","=""9780060957933""",4,4.05,Harper Perennial,Paperback,128,2001,1999,2022/02/20,2022/01/07,,,read,,,,1,,,0,,,,,
50196744,Know My Name,Chanel Miller,"Miller, Chanel",,"=""0735223718""","=""9780735223714""",5,4.72,Viking,ebook,368,2019,2019,2022/02/19,2021/05/27,blinkist,blinkist (#10),read,,,,1,,,0,,,,,
353,Time Enough for Love,Robert A. Heinlein,"Heinlein, Robert A.",,"=""""","=""""",0,3.97,Ace,Mass Market Paperback,589,1988,1973,,2020/11/23,currently-reading,currently-reading (#9),currently-reading,,,,1,,,0,,,,,
6149,Beloved,Toni Morrison,"Morrison, Toni",,"=""1400033411""","=""9781400033416""",0,3.91,Vintage,Paperback,324,2004,1987,,2022/02/05,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
570172,The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,"Doidge, Norman",,"=""067003830X""","=""9780670038305""",5,4.19,Viking,Hardcover,427,2007,2007,2022/02/05,2021/10/06,,,read,,,,1,,,0,,,,,
28271171,Spanish Short Stories For Beginners Volume 2: 8 More Unconventional Short Stories to Grow Your Vocabulary and Learn Spanish the Fun Way!,Olly Richards,"Richards, Olly",,"=""""","=""""",0,4.33,Olly Richards Publishing,Kindle Edition,261,2015,,,2022/01/25,currently-reading,currently-reading (#8),currently-reading,,,,1,,,0,,,,,
30813833,Accelerated Spanish: Learn fluent Spanish with a proven accelerated learning system,Timothy Moser,"Moser, Timothy",,"=""""","=""""",5,3.85,Master of Memory,Kindle Edition,446,2016,,2022/01/25,2022/01/24,,,read,,,,1,,,0,,,,,
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553560735""","=""9780553560732""",0,3.86,Spectra Books,Mass Market Paperback,572,1993,1992,,2022/01/25,to-read,to-read (#104),to-read,,,,0,,,0,,,,,
56922910,The High Sierra: A Love Story,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316306711""","=""9780316306713""",0,3.86,"Little, Brown and Company",Audiobook,,2022,,,2022/01/25,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
44163429,Accelerated Spanish Volume 2: Basic Fluency: Learn fluent Spanish with a proven accelerated learning system. Volume 2: Basic Fluency (Accelerated Spanish: ... with a Proven Accelerated Learning System),Timothy Moser,"Moser, Timothy",,"=""""","=""""",0,4.57,"Kamel Press, LLC",Kindle Edition,533,2019,,,2022/01/24,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
357545,Harry Potter y la cámara secreta (Harry Potter #2),J.K. Rowling,"Rowling, J.K.","Adolfo Muñoz García, Nieves Martín Azofra","=""""","=""""",5,4.43,Salamandra,Hardcover,286,1999,1998,1998/09/01,2020/11/23,currently-reading,currently-reading (#7),currently-reading,,,,2,,,0,,,,,
320132,The Field: The Quest for the Secret Force of the Universe,Lynne McTaggart,"McTaggart, Lynne",,"=""0060931175""","=""9780060931179""",4,4.03,Quill,Paperback,268,2003,2003,2022/01/24,2022/01/18,,,read,,,,1,,,0,,,,,
15868,"Harry Potter y la piedra filosofal (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.","Alicia Dellepiane Rawson, Dolores Avendaño","=""8478886540""","=""9788478886548""",5,4.48,Salamandra,Hardcover,254,1999,1997,2022/01/18,2022/01/07,,,read,,,,1,,,0,,,,,
17568801,Zealot: The Life and Times of Jesus of Nazareth,Reza Aslan,"Aslan, Reza",,"=""140006922X""","=""9781400069224""",3,3.84,Random House (NY),Hardcover,296,2013,2013,2022/01/16,2021/10/23,,,read,,,,1,,,0,,,,,
55809879,"Yours Cruelly, Elvira: Memoirs of the Mistress of the Dark",Cassandra Peterson,"Peterson, Cassandra",,"=""0306874350""","=""9780306874352""",0,4.37,Hachette Books,Hardcover,304,2021,2021,,2022/01/14,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
53273681,"Woman Be Wild: The path to feminine awakening, empowerment, and freedom",Indigo Indigo,"Indigo, Indigo",,"=""0578680173""","=""9780578680170""",0,4.17,Indigo Inc.,Paperback,390,2020,,,2022/01/14,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
25330343,Drinking Molotov Cocktails with Gandhi,Mark Boyle,"Boyle, Mark",,"=""086571813X""","=""9780865718135""",0,4.19,New Society Publishers,Paperback,240,2015,2015,,2022/01/14,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
34372285,"No Time Like the Present: Finding Freedom, Love, and Joy Right Where You Are",Jack Kornfield,"Kornfield, Jack",,"=""""","=""""",3,4.20,Atria Books,Kindle Edition,320,2017,,2022/01/13,2020/11/23,blinkist,blinkist (#16),read,,,,1,,,0,,,,,
123698,The Psychedelic Experience: A Manual Based on the Tibetan Book of the Dead,Timothy Leary,"Leary, Timothy","Ralph Metzner, Richard Alpert, Ram Dass","=""0806516526""","=""9780806516523""",3,3.78,Citadel Underground,Paperback,160,2000,1964,2022/01/13,2021/08/28,blinkist,blinkist (#2),read,,,,1,,,0,,,,,
18490707,"Earth Awakens (The First Formic War, #3)",Orson Scott Card,"Card, Orson Scott",Aaron Johnston,"=""0765329069""","=""9780765329066""",3,4.09,Tor Books,Hardcover,400,2014,2014,2014/01/01,2020/11/23,,,read,,,,1,,,0,,,,,
13166601,When Women Were Birds: Fifty-four Variations on Voice,Terry Tempest Williams,"Williams, Terry Tempest",,"=""0374288976""","=""9780374288976""",0,4.19,"Sarah Crichton Books / Farrar, Straus and Giroux",Hardcover,208,2012,2012,,2022/01/11,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
56989177,Summary of The Four Agreements by Don Miguel Ruiz,Best Self Audio,"Audio, Best Self",,"=""""","=""9781982782122""",1,2.90,Author's Republic,Audiobook,,2019,,2022/01/11,2022/01/11,,,read,,,,1,,,0,,,,,
6443834,"1Q84 Book 1 (1Q84, #1)",Haruki Murakami,"Murakami, Haruki",村上 春樹,"=""4103534222""","=""9784103534228""",0,4.01,Shinchosha/Tsai Fong Books,Hardcover,554,2009,2009,,2022/01/10,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",5,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,2022/01/09,2020/11/23,,,read,,,,1,,,0,,,,,
92204,Windflower,Nick Bantock,"Bantock, Nick",Edoardo Ponti,"=""0811843521""","=""9780811843522""",0,3.52,Chronicle Books,Hardcover,224,2006,2006,,2022/01/07,to-read,to-read (#101),to-read,,,,0,,,0,,,,,
92221,The Egyptian Jukebox: A Conundrum,Nick Bantock,"Bantock, Nick",,"=""0670849448""","=""9780670849444""",0,3.89,Viking Books,Hardcover,48,1993,1993,,2022/01/07,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
92220,The Forgetting Room: A Fiction,Nick Bantock,"Bantock, Nick",,"=""0060931264""","=""9780060931261""",0,3.97,Harper Perennial,Paperback,106,1997,1997,,2022/01/07,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
343806,"The Venetian's Wife: A Strangely Sensual Tale of a Renaissance Explorer, a Computer, and a Metamorphosis",Nick Bantock,"Bantock, Nick",,"=""0811811409""","=""9780811811408""",0,3.90,Chronicle Books,Hardcover,132,1996,1996,,2022/01/07,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.48,Scholastic Inc,Hardcover,309,2003,1997,1997/11/01,2022/01/07,,,read,,,,1,,,0,,,,,
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",5,4.75,Tor Books,Hardcover,1087,2014,2014,2022/01/05,2020/11/23,,,read,,,,1,,,0,,,,,
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",2,4.16,William Morrow,Hardcover,937,2008,2008,2021/12/24,2021/12/18,,,read,,,,1,,,0,,,,,
40180098,The Overstory,Richard Powers,"Powers, Richard",,"=""039335668X""","=""9780393356687""",5,4.12,W.W. Norton & Company,Paperback,502,2019,2018,2021/12/15,2021/07/28,,,read,,,,1,,,0,,,,,
4692,"The Physician (Cole Family Trilogy, #1)",Noah Gordon,"Gordon, Noah",,"=""0751503894""","=""9780751503890""",0,4.38,Time Warner ,Mass Market Paperback,714,2001,1986,,2021/12/09,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
117047,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,"Dawkins, Richard",,"=""0141026162""","=""9780141026169""",0,4.08,Penguin,Paperback,466,2006,1986,,2021/12/08,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.15,"Oxford University Press, USA",Paperback,360,2006,1976,,2021/12/08,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
14743,The God Delusion,Richard Dawkins,"Dawkins, Richard",Μαρία Γιατρουδάκη,"=""0618680004""","=""9780618680009""",0,3.90,Houghton Mifflin Co. (Boston/NY),Hardcover,374,2006,2006,,2021/12/08,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
359,"The Salmon of Doubt (Dirk Gently, #3)",Douglas Adams,"Adams, Douglas",,"=""0345455290""","=""9780345455291""",4,3.92,Del Rey,Mass Market Paperback,298,2005,2002,2021/11/30,2021/10/06,,,read,,,,1,,,0,,,,,
7706647,La Casa de los Espiritus,Isabel Allende,"Allende, Isabel",,"=""""","=""""",4,4.26,Editorial Sudamericana,Paperback,363,1987,1982,2020/06/01,2020/11/23,currently-reading,currently-reading (#3),currently-reading,,,,2,,,0,,,,,
14249,Prodigal Summer,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060959037""","=""9780060959036""",5,4.01,Harper Perennial,Paperback,444,2001,2000,2021/11/22,2021/11/01,,,read,,,,1,,,0,,,,,
319012,The Conscious Universe: The Scientific Truth of Psychic Phenomena,Dean Radin,"Radin, Dean",,"=""0062515020""","=""9780062515025""",0,3.96,HarperCollins (SanFrancisco),Hardcover,384,1997,1997,,2020/11/23,"blinkist, currently-reading","blinkist (#15), currently-reading (#6)",currently-reading,,,,1,,,0,,,,,
35840683,Anesthesia: The Gift of Oblivion and The Mystery of Consciousness,Kate Cole-Adams,"Cole-Adams, Kate",,"=""1619029502""","=""9781619029507""",4,3.26,Counterpoint Press,Hardcover,400,2017,2017,2021/11/20,2020/11/23,blinkist,blinkist (#20),read,,,,1,,,0,,,,,
31451186,Borne (Borne #1),Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374115249""","=""9780374115241""",5,3.93,"MCD / Farrar, Straus and Giroux ",Hardcover,323,2017,2017,2021/11/19,2021/11/15,,,read,,,,1,,,0,,,,,
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,4.46,Tor Books,Hardcover,541,2006,2006,,2020/11/23,to-read,to-read (#112),to-read,,,,0,,,0,,,,,
357,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams,"Adams, Douglas",Wilson McLean,"=""0671742515""","=""9780671742515""",4,4.03,Pocket Books,Mass Market Paperback,307,1991,1988,2021/11/04,2020/11/23,,,read,,,,1,,,0,,,,,
24885533,The Paper Menagerie and Other Stories,Ken Liu,"Liu, Ken",,"=""1481442546""","=""9781481442541""",5,4.37,Gallery / Saga Press,Hardcover,464,2016,2016,2021/11/04,2021/09/25,,,read,,,,1,,,0,,,,,
10782350,Think: Straight Talk for Women to Stay Smart in a Dumbed-Down World,Lisa Bloom,"Bloom, Lisa",,"=""1593156596""","=""9781593156596""",3,3.95,Vanguard Press,Paperback,288,2011,2011,2021/10/26,2021/10/10,,,read,,,,1,,,0,,,,,
55823409,The Lost Dreamer,Lizz Huerta,"Huerta, Lizz",,"=""1250754852""","=""9781250754851""",0,3.92,"Farrar, Straus and Giroux (BYR)",Hardcover,384,2022,2022,,2021/10/26,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""0812515285""","=""9780812515282""",0,4.13,Tor Science Fiction,Mass Market Paperback,613,1993,1992,,2021/10/25,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
234489,"The Uplift War (The Uplift Saga, #3)",David Brin,"Brin, David",,"=""0553279718""","=""9780553279719""",0,4.07,Spectra Books,Paperback,638,1995,1987,,2021/10/24,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
96472,"Sundiver (The Uplift Saga, #1)",David Brin,"Brin, David",,"=""0553269828""","=""9780553269826""",0,3.69,Bantam Spectra,Mass Market Paperback,340,2010,1980,,2021/10/24,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
