Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
438492,"The Wide Window (A Series of Unfortunate Events, #3)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064407683""","=""9780064407687""",4,3.94,HarperCollins Publishers,Hardcover,214,2000,2000,2001/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
78418,"The Reptile Room (A Series of Unfortunate Events, #2)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206480""","=""9780439206488""",4,3.99,"Scholastic, Inc.",Paperback,192,1999,1999,2001/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206472""","=""9780439206471""",5,3.98,"Scholastic, Inc.",Paperback,176,1999,1999,2001/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
38709,"Holes (Holes, #1)",Louis Sachar,"Sachar, Louis",,"=""0439244196""","=""9780439244190""",4,3.98,Scholastic,Paperback,233,2000,1998,1998/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
16286,The Magus,John Fowles,"Fowles, John",,"=""0316296198""","=""9780316296199""",5,4.05,Back Bay Books,Paperback,656,2001,1965,2016/01/01,2021/05/27,,,read,,,,1,,,0,,,,,
36276327,"The Broken Vow (Spill Zone, #2)",Scott Westerfeld,"Westerfeld, Scott","Alex Puvilland, Hilary Sycamore","=""1626721505""","=""9781626721500""",0,3.82,First Second,Hardcover,223,2018,2018,,2021/05/27,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
11559200,"Shadow of Night (All Souls, #2)",Deborah Harkness,"Harkness, Deborah",,"=""0670023485""","=""9780670023486""",5,4.06,Viking Adult,Hardcover,584,2012,2012,2021/05/27,2020/12/01,,,read,,,,1,,,0,,,,,
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",3,4.25,Ace Books,Hardcover,658,2019,1965,2021/05/26,2020/09/09,,,read,,,,1,,,0,,,,,
23532871,"Spill Zone (Spill Zone, #1)",Scott Westerfeld,"Westerfeld, Scott","Alex Puvilland, Hilary Sycamore","=""""","=""""",5,4.02,First Second,Hardcover,224,2017,2017,,2021/05/18,,,read,,,,1,,,0,,,,,
29588376,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""""","=""""",4,4.28,Spectra,Kindle Edition,752,2006,2006,2021/05/16,2021/04/15,,,read,,,,1,,,0,,,,,
9442157,"Rock Hard (Sinners on Tour, #2)",Olivia Cunning,"Cunning, Olivia",,"=""1402245793""","=""9781402245794""",3,4.09,Sourcebooks Casablanca,ebook,392,2011,2011,2021/03/03,2020/12/28,,,read,,,,1,,,0,,,,,
241823,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,Clarissa Pinkola Estés,"Estés, Clarissa Pinkola",,"=""0345409876""","=""9780345409874""",5,4.11,Ballantine Books,Mass Market Paperback,584,1996,1992,2021/05/05,2020/11/23,,,read,,,,1,,,0,,,,,
40024,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,"Carr, Caleb",,"=""0812976142""","=""9780812976144""",2,4.05,Random House,Paperback,498,2006,1994,2021/05/05,2020/11/23,,,read,,,,1,,,0,,,,,
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",5,4.38,Scribner,Hardcover,368,2017,2017,2021/05/05,2021/03/29,,,read,,,,1,,,0,,,,,
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.31,Orbit,Paperback,410,2016,2016,2021/05/05,2021/04/29,,,read,,,,1,,,0,,,,,
38213103,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.32,Hachette Book Group,Kindle Edition,355,2015,2015,2021/04/19,2021/02/04,,,read,,,,1,,,0,,,,,
214614,Desert Solitaire,Edward Abbey,"Abbey, Edward",,"=""0345326490""","=""9780345326492""",4,4.20,Ballantine Books,Paperback,337,1985,1968,2021/04/26,2020/11/23,,,read,,,,1,,,0,,,,,
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",3,3.79,Alfred A. Knopf,Hardcover,303,2021,2021,2021/04/11,2021/03/29,,,read,,,,1,,,0,,,,,
33600,Shantaram,Gregory David Roberts,"Roberts, Gregory David",,"=""192076920X""","=""9781920769208""",5,4.25,Scribe,Paperback,936,2004,2003,2015/01/01,2020/11/23,,,read,,,,2,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",5,4.30,Tor,Mass Market Paperback,324,2004,1985,2013/01/01,2020/09/09,,,read,,,,2,,,0,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",3,4.27,Harper Perennial Modern Classics ,Paperback,336,2006,1960,2002/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""""","=""""",3,3.96,Hyperion,Paperback,196,2003,2003,2006/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles","Richard Maxwell, Martha","=""0141439602""","=""9780141439600""",3,3.86,Penguin Books,Paperback,489,2003,1859,2005/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",Alfred Liebfeld,"=""067001690X""","=""9780670016907""",3,3.99,Viking,Hardcover,479,2014,1939,2005/01/01,2021/04/16,,,read,,,,2,,,0,,,,,
17716,Waiting for Godot,Samuel Beckett,"Beckett, Samuel",,"=""""","=""""",1,3.83,Grove,Paperback,109,2011,1952,2007/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
3711,White Teeth,Zadie Smith,"Smith, Zadie",,"=""0375703861""","=""9780375703867""",3,3.79,Vintage,Paperback,448,2001,2000,2010/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
3463,A Bend in the Road,Nicholas Sparks,"Sparks, Nicholas",,"=""0446696137""","=""9780446696135""",4,4.03,Grand Central Publishing,Paperback,341,2005,2001,2008/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
3462,The Rescue,Nicholas Sparks,"Sparks, Nicholas",,"=""0446696129""","=""9780446696128""",4,4.11,Grand Central Publishing,Paperback,352,2005,2000,2008/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
15926,Nights in Rodanthe,Nicholas Sparks,"Sparks, Nicholas",,"=""0446612707""","=""9780553813951""",4,3.84,Warner Books,Paperback,222,2004,2002,2007/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
5526,Dear John,Nicholas Sparks,"Sparks, Nicholas",,"=""0446528056""","=""9780446528054""",3,4.04,Warner Books (NY),Hardcover,276,2006,2006,2007/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
35545737,A Walk to Remember,Nicholas Sparks,"Sparks, Nicholas",,"=""""","=""""",4,4.19,Grand Central Publishing ,Kindle Edition,215,2000,1999,2006/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
33648131,"The Notebook (The Notebook, #1)",Nicholas Sparks,"Sparks, Nicholas",,"=""""","=""""",4,4.13,Grand Central Publishing,Kindle Edition,227,2000,1996,2006/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
12232938,The Lovely Bones,Alice Sebold,"Sebold, Alice",,"=""0316166685""","=""9780316166683""",4,3.83,"Little, Brown and Company",Mass Market Paperback,372,2006,2002,2007/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
15860,State of Fear,Michael Crichton,"Crichton, Michael",,"=""""","=""""",4,3.70,Avon,Mass Market Paperback,672,2005,2004,2010/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
7763,The Joy Luck Club,Amy Tan,"Tan, Amy",,"=""""","=""""",4,3.95,Penguin Books,Paperback,352,2006,1989,2007/01/01,2021/04/16,,,read,,,,1,,,0,,,,,
50,"Hatchet (Brian's Saga, #1)",Gary Paulsen,"Paulsen, Gary",,"=""0689840926""","=""9780689840920""",3,3.75,Atheneum Books for Young Readers: Richard Jackson Books,Hardcover,208,2000,1987,,2021/04/15,,,read,,,,1,,,0,,,,,
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",4,4.13,Ember,Paperback,208,2006,1993,,2021/04/15,,,read,,,,1,,,0,,,,,
182425,False Memory,Dean Koontz,"Koontz, Dean",,"=""0553580221""","=""9780553580228""",4,3.89,Bantam Books,Paperback,751,2000,1999,,2021/04/15,,,read,,,,1,,,0,,,,,
32261,Tess of the D'Urbervilles,Thomas Hardy,"Hardy, Thomas","Margaret R. Higonnet, Tim Dolin","=""""","=""""",3,3.82,Penguin Classics,Paperback,518,2003,1891,2006/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
1840511,Snuff,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0385517882""","=""9780385517881""",4,3.21,Doubleday,Hardcover,208,2008,2008,2009/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
6855294,Tell-All,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0385526350""","=""9780385526357""",3,2.87,Doubleday,Hardcover,192,2010,2010,2010/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
36236125,Invisible Monsters,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355950""","=""9780393355956""",4,3.99,W. W. Norton  Company,Paperback,304,2018,1999,2009/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
29059,Choke,Chuck Palahniuk,"Palahniuk, Chuck",Matteo Colombo,"=""0385720920""","=""9780385720922""",5,3.70,Anchor Books,Paperback,293,2002,2001,2009/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
36236124,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355942""","=""9780393355949""",5,4.19,W. W. Norton  Company,Paperback,224,2018,1996,2008/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte Gordon,"=""""","=""""",4,3.84,Penguin Classics,Paperback,260,2018,1818,2004/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
1164423,Rumors of Spring,Richard  Grant,"Grant, Richard",Gervasio Gallardo,"=""0553343696""","=""9780553343694""",5,4.04,Spectra,Mass Market Paperback,464,1987,1987,2002/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
76620,"Watership Down (Watership Down, #1)",Richard  Adams,"Adams, Richard",,"=""038039586X""","=""9780380395866""",5,4.07,Avon Books,Mass Market Paperback,478,1975,1972,2001/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Thomas E. Connolly, Nina Baym","=""0142437263""","=""9780142437261""",3,3.43,Penguin Books,Paperback,279,2003,1850,2005/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",4,3.79,Scribner,Hardcover,96,1996,1952,2006/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",4,3.88,Penguin,Paperback,331,1995,1955,2006/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",3,3.69,Penguin Books ,Paperback,182,1999,1954,2002/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
39280444,Speak,Laurie Halse Anderson,"Anderson, Laurie Halse",,"=""0374311250""","=""9780374311254""",4,4.03,"Farrar, Straus and Giroux (Byr)",Hardcover,224,2019,1999,2005/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",5,3.93,Seal Books,Paperback,460,2006,2001,2007/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""038560310X""","=""9780385603102""",0,4.07,Random House,Paperback,710,2000,2000,,2021/04/15,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
13063,Basket Case,Carl Hiaasen,"Hiaasen, Carl",,"=""0446695645""","=""9780446695640""",4,3.82,Grand Central Publishing,Paperback,400,2005,2002,2020/03/01,2021/04/15,,,read,,,,1,,,0,,,,,
28185972,"Razor Girl (Andrew Yancy, #2)",Carl Hiaasen,"Hiaasen, Carl",John Rubenstein,"=""0385349742""","=""9780385349741""",4,3.84,Knopf,Hardcover,335,2016,2016,2019/12/01,2021/04/15,,,read,,,,1,,,0,,,,,
13060,Nature Girl,Carl Hiaasen,"Hiaasen, Carl",,"=""0307262995""","=""9780307262998""",5,3.64,Alfred A. Knopf,Hardcover,306,2006,2006,2016/01/01,2021/04/15,,,read,,,,2,,,0,,,,,
6423,"High Five (Stephanie Plum, #5)",Janet Evanovich,"Evanovich, Janet",,"=""0330371231""","=""9780330371230""",4,4.17,St. Martin's Press,Paperback,336,2000,1999,2011/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
6427,"Two for the Dough (Stephanie Plum, #2)",Janet Evanovich,"Evanovich, Janet",,"=""0140255559""","=""9780140255553""",5,4.11,Penguin Books,Paperback,326,1996,1996,2011/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
6853,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,"Evanovich, Janet",,"=""0312362080""","=""9780312362089""",5,4.04,Griffin,Paperback,320,2006,1994,2011/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
6854,"Three to Get Deadly (Stephanie Plum, #3)",Janet Evanovich,"Evanovich, Janet",,"=""0312966091""","=""9780312966096""",5,4.14,St. Martin's Press,Mass Market Paperback,321,1998,1997,2011/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
14740588,"Notorious Nineteen (Stephanie Plum, #19)",Janet Evanovich,"Evanovich, Janet",,"=""""","=""""",4,3.95,Headline Book Publishing,Hardcover,302,2012,2012,2013/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
11746513,"Explosive Eighteen (Stephanie Plum, #18)",Janet Evanovich,"Evanovich, Janet",,"=""0345527712""","=""9780345527714""",4,3.95,Bantam,Hardcover,305,2011,2011,2013/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
7023554,"Sizzling Sixteen (Stephanie Plum, #16)",Janet Evanovich,"Evanovich, Janet",,"=""0739377728""","=""9780739377727""",4,3.96,Random House,Paperback,371,2010,2010,2012/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
11732634,"Smokin' Seventeen (Stephanie Plum, #17)",Janet Evanovich,"Evanovich, Janet",,"=""0345527704""","=""9780345527707""",4,3.97,Bantam,Mass Market Paperback,336,2011,2011,2012/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
6048530,"Finger Lickin' Fifteen (Stephanie Plum, #15)",Janet Evanovich,"Evanovich, Janet",,"=""0312383282""","=""9780312383282""",4,4.01,St. Martin's Press,Hardcover,308,2009,2009,2012/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
2292384,"Fearless Fourteen (Stephanie Plum, #14)",Janet Evanovich,"Evanovich, Janet",,"=""0312349513""","=""9780312349516""",4,4.04,St. Martin's Press,Hardcover,310,2008,2008,2012/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
40317,"Lean Mean Thirteen (Stephanie Plum, #13)",Janet Evanovich,"Evanovich, Janet",,"=""0312349491""","=""9780312349493""",4,4.09,St. Martin's Press,Hardcover,310,2007,2007,2012/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
3507,"Twelve Sharp (Stephanie Plum, #12)",Janet Evanovich,"Evanovich, Janet",,"=""0312349486""","=""9780312349486""",4,4.15,St. Martin's Press,Hardcover,310,2006,2006,2012/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
86663,"Ten Big Ones (Stephanie Plum, #10)",Janet Evanovich,"Evanovich, Janet",,"=""0312936222""","=""9780312936228""",4,4.14,St. Martin's Press,Mass Market Paperback,319,2005,2004,2012/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
11003,"Eleven on Top (Stephanie Plum, #11)",Janet Evanovich,"Evanovich, Janet",,"=""0312985347""","=""9780312985349""",4,4.16,St. Martin's Press,Paperback,321,2006,2005,2012/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
40331,"To the Nines (Stephanie Plum, #9)",Janet Evanovich,"Evanovich, Janet",,"=""0747267634""","=""9780747267638""",4,4.15,Headline,Paperback,372,2004,2003,2012/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
6425,"Hard Eight (Stephanie Plum, #8)",Janet Evanovich,"Evanovich, Janet",Lorelei King,"=""0312983867""","=""9780312983864""",4,4.16,St. Martin's Press,Paperback,326,2003,2002,2012/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
6424,"Seven Up (Stephanie Plum, #7)",Janet Evanovich,"Evanovich, Janet",,"=""0312980140""","=""9780312980146""",4,4.14,St. Martin's Paperbacks,Mass Market Paperback,337,2002,2001,2012/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
6858,"Hot Six (Stephanie Plum, #6)",Janet Evanovich,"Evanovich, Janet",,"=""0312976275""","=""9780312976279""",4,4.18,St. Martin's Paperbacks,Paperback,336,2001,2000,2011/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
6422,"Four to Score (Stephanie Plum, #4)",Janet Evanovich,"Evanovich, Janet",,"=""0312966970""","=""9780312966973""",5,4.17,St. Martin's Press,Mass Market Paperback,313,1999,1998,2011/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
2246833,"Stop in the Name of Pants! (Confessions of Georgia Nicolson, #9)",Louise Rennison,"Rennison, Louise",,"=""0061459321""","=""9780061459320""",4,4.16,Harper Teen,Hardcover,286,2008,2008,2008/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
112628,"Love Is a Many Trousered Thing (Confessions of Georgia Nicolson, #8)",Louise Rennison,"Rennison, Louise",,"=""0060853875""","=""9780060853877""",4,4.14,Harper Teen,Hardcover,271,2007,2007,2007/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
112631,"Startled by His Furry Shorts (Confessions of Georgia Nicolson, #7)",Louise Rennison,"Rennison, Louise",,"=""0060853840""","=""9780060853846""",4,4.12,HarperTempest,Hardcover,278,2006,2006,2006/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
347577,"Away Laughing on a Fast Camel (Confessions of Georgia Nicolson, #5)",Louise Rennison,"Rennison, Louise",,"=""0060589353""","=""9780060589356""",4,4.05,HarperTempest,Hardcover,276,2004,2004,2004/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
112693,"Then He Ate My Boy Entrancers (Confessions of Georgia Nicolson, #6)",Louise Rennison,"Rennison, Louise",,"=""0007191480""","=""9780007191482""",4,4.08,HarperCollinsChildren'sBooks,Hardcover,320,2005,2005,2004/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
402015,"Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson, #4)",Louise Rennison,"Rennison, Louise",,"=""0060097477""","=""9780060097479""",4,4.01,Harper Tempest,Hardcover,214,2003,2002,2003/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
112675,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",Louise Rennison,"Rennison, Louise",,"=""0064473627""","=""9780064473620""",4,3.96,HarperTeen,Paperback,183,2006,2001,2003/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
402014,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)",Louise Rennison,"Rennison, Louise",,"=""0060288132""","=""9780060288136""",4,3.95,HarperTeen,Hardcover,243,2001,2000,2003/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
5203,She's Come Undone,Wally Lamb,"Lamb, Wally",,"=""0671021001""","=""9780671021009""",4,3.89,Pocket,Mass Market Paperback,465,1998,1992,2005/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
402013,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",Louise Rennison,"Rennison, Louise",,"=""0060288140""","=""9780060288143""",5,3.75,Harper Teen,Hardcover,247,2000,1999,2002/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",4,4.13,Vintage Books USA,Mass Market Paperback,503,2005,1997,2006/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
233667,Firestarter,Stephen King,"King, Stephen",,"=""""","=""""",3,3.90,Signet,Mass Market Paperback,403,1998,1980,2004/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
10619,Rose Madder,Stephen King,"King, Stephen",,"=""""","=""""",3,3.73,Hodder and Stoughton,Paperback,595,1995,1995,2004/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Nina Guerra, Martha, Filipe Guerra","=""0143058142""","=""9780143058144""",0,4.24,Penguin,Paperback,671,2002,1866,2006/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",5,4.25,William Morrow,Mass Market Paperback,491,2006,1990,2016/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
2744,"Anansi Boys (American Gods, #2)",Neil Gaiman,"Gaiman, Neil",,"=""0060515198""","=""9780060515195""",5,4.03,HarperCollins HarperTorch,Mass Market Paperback,387,2006,2005,2010/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
30165203,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",5,4.11,William Morrow,Kindle Edition,635,2011,2001,2010/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",5,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,2011/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
17061,Coraline,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0061139378""","=""9780061139376""",5,4.08,William Morrow Paperbacks,Paperback,162,2006,2002,2015/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
41555943,The Hive (The Second Formic War #2),Orson Scott Card,"Card, Orson Scott",Aaron Johnston,"=""0765375648""","=""9780765375643""",0,4.09,Tor Books,Hardcover,400,2019,2019,,2021/04/15,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
8100267,"Pathfinder (Pathfinder, #1)",Orson Scott Card,"Card, Orson Scott",,"=""141699176X""","=""9781416991762""",0,4.00,Margaret K. McElderry Books,Hardcover,657,2010,2010,,2021/04/15,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
3220405,"Ender in Exile (Ender's Saga, #5)",Orson Scott Card,"Card, Orson Scott",,"=""0765304961""","=""9780765304964""",4,3.91,Tor Books,Hardcover,369,2008,2008,2013/01/01,2020/11/23,,,read,,,,1,,,0,,,,,
31360,"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,"Card, Orson Scott",,"=""0765304740""","=""9780765304742""",4,3.77,Tor Books,Paperback,370,2002,1996,2013/01/01,2020/11/23,,,read,,,,1,,,0,,,,,
30119,Where the Sidewalk Ends,Shel Silverstein,"Silverstein, Shel",,"=""0060513039""","=""9780060513030""",5,4.31,Harpercollins Childrens Books,Hardcover,176,2002,1974,1998/01/01,2021/04/15,,,read,,,,1,,,0,,,,,
8074907,"The Thorn of Emberlain (Gentleman Bastard, #4)",Scott Lynch,"Lynch, Scott",,"=""0575079584""","=""9780575079588""",0,4.29,Gollancz,Hardcover,512,,,,2021/04/15,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
2890090,"The Republic of Thieves (Gentleman Bastard, #3)",Scott Lynch,"Lynch, Scott",,"=""0553804693""","=""9780553804690""",0,4.21,Del Rey,Hardcover,650,2013,2013,,2021/04/15,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
40604556,"Red Seas Under Red Skies (Gentleman Bastard, #2)",Scott Lynch,"Lynch, Scott",,"=""""","=""""",0,4.24,Del Rey,Kindle Edition,578,2018,2007,,2021/04/15,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
3428935,"The Warded Man (The Demon Cycle, #1)",Peter V. Brett,"Brett, Peter V.",,"=""0345503805""","=""9780345503800""",0,4.24,Random House,Hardcover,416,2009,2008,,2021/04/15,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
23947089,"The Lost Metal (Mistborn, #7)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765391198""","=""9780765391193""",0,4.35,Tor Books,Hardcover,464,2022,2022,,2021/04/15,to-read,to-read (#115),to-read,,,,0,,,0,,,,,
18739426,"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.41,Tor,Kindle Edition,448,2016,2016,,2021/04/15,to-read,to-read (#116),to-read,,,,0,,,0,,,,,
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765378558""","=""9780765378552""",0,4.29,Tor Books,Hardcover,383,2015,2015,,2021/04/15,to-read,to-read (#117),to-read,,,,0,,,0,,,,,
17316,"Oath of Gold (The Deed of Paksenarrion, #3)",Elizabeth Moon,"Moon, Elizabeth",,"=""0671697986""","=""9780671697983""",0,4.27,Baen,Paperback,501,1989,1989,,2021/04/15,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
887858,"Divided Allegiance (The Deed of Paksenarrion, #2)",Elizabeth Moon,"Moon, Elizabeth",,"=""0671697862""","=""9780671697860""",0,4.18,Baen,Paperback,522,1988,1988,,2021/04/15,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
96278,"Sheepfarmer's Daughter (The Deed of Paksenarrion, #1)",Elizabeth Moon,"Moon, Elizabeth",,"=""0671319647""","=""9780671319649""",0,4.13,Baen Books,Mass Market Paperback,506,2000,1988,,2021/04/15,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
35231,"Lord of Chaos (The Wheel of Time, #6)",Robert Jordan,"Jordan, Robert",,"=""0812513754""","=""9780812513752""",0,4.16,Tor Books,Mass Market Paperback,1011,1995,1994,,2021/04/15,to-read,to-read (#123),to-read,,,,0,,,0,,,,,
13895,"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,"Jordan, Robert",,"=""1857232097""","=""9781857232097""",0,4.17,Orbit,Paperback,912,1994,1993,,2021/04/15,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
9539,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,"Jordan, Robert",,"=""0812513738""","=""9780812513738""",0,4.26,Tom Doherty Tor Fantasy,Mass Market Paperback,1007,1993,1992,,2021/04/15,to-read,to-read (#121),to-read,,,,0,,,0,,,,,
